symbol	ZT0_R1	ZT4_R1	ZT8_R1	ZT12_R1	ZT16_R1	ZT20_R1	ZT0_R2	ZT4_R2	ZT8_R2	ZT12_R2	ZT16_R2	ZT20_R2
lncRNA:CR44222	0.000000	0.000000	0.050270	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Nf1	23.522600	21.673300	21.873300	25.081800	24.422400	21.865300	22.777900	21.877700	23.491100	21.337000	22.088800	19.607500
CG33051	7.120100	7.530440	5.471000	6.367870	5.170060	7.946620	6.209620	5.037510	4.900930	3.839450	7.872590	6.076450
ics	28.044200	29.087300	26.809600	24.206600	26.305400	24.325000	28.406500	27.126200	27.523500	25.704600	23.362100	26.733500
CG3999	9.802510	9.395480	11.732100	7.749020	11.806500	7.266930	9.765600	10.156400	11.057800	11.277800	10.867400	10.745600
prg	2.704730	3.340110	2.475650	2.614500	3.099850	2.189370	3.076860	3.080830	3.420800	2.546680	2.968120	2.696010
CG32500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mir-10404-2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mir-10404-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG6293	6.948470	7.631680	5.691600	7.942720	8.057840	10.473100	7.389430	7.179060	7.389850	9.088300	9.027830	10.029700
srl	7.596550	7.543810	7.018690	7.278280	6.979040	6.412290	6.824500	6.372850	5.024140	6.288660	7.414320	5.834100
CG12818	1.197440	1.440580	0.745762	0.606334	1.378390	1.611780	1.793810	1.195950	1.473300	1.030770	1.141200	1.446470
CG18747	0.317459	0.146892	0.123571	0.160748	0.217519	0.205436	0.122991	0.216181	0.150228	0.160748	0.201699	0.115044
lncRNA:CR44221	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
tRNA:Arg-TCG-3-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mp20	64.499700	43.737600	42.238200	47.434000	53.130200	48.496400	63.498300	49.775800	48.542100	43.212900	64.904200	62.126100
Rpn8	17.059000	17.976600	18.776900	18.977100	16.149100	21.771700	16.559700	18.919400	19.577300	15.266200	18.912700	17.776700
tRNA:Pro-TGG-1-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mor	6.959780	6.172570	5.819500	5.253150	6.104330	8.308490	6.822510	6.071940	5.666880	5.705790	6.588800	6.236890
CG9990	92.676000	78.708900	69.917400	96.207400	82.275100	114.093000	86.502500	72.314900	68.174000	61.282500	102.640000	90.650500
mod(mdg4)	87.756000	98.800600	79.702500	65.504100	90.583700	63.669400	106.842000	74.764900	85.393400	65.870700	65.694500	74.413700
mod	84.371400	70.316800	50.481700	55.394800	71.379200	85.066600	86.065900	68.766700	50.424900	54.841400	67.285100	77.362600
CG5445	17.510400	17.798200	18.617300	17.262800	17.761500	23.322500	20.525800	18.127600	18.359200	18.711800	20.587200	23.254900
capt	39.850700	39.089000	40.606100	36.154900	38.519600	41.765500	38.567300	44.519300	39.548700	37.178700	35.051500	39.891300
CG10814	0.038104	0.141049	6.011860	0.115766	0.292413	1.262490	0.629861	1.141700	1.081890	0.810359	2.178860	0.699629
sm	74.826400	82.815500	77.951500	97.100000	86.692200	75.314100	74.578400	96.347500	76.599500	91.325500	74.088100	62.530400
slp1	7.043610	5.721660	5.970860	4.953620	6.735230	4.943010	5.821590	6.715130	6.407130	5.032880	3.928240	6.088280
CG15475	0.114450	0.105915	0.000000	0.057953	0.125472	0.177753	0.177363	0.103917	0.162481	0.057953	0.218150	0.055301
Gbeta13F	248.324000	229.702000	220.268000	262.107000	204.479000	221.502000	223.274000	212.842000	217.835000	185.726000	215.222000	204.546000
CG45100	5.350990	3.888650	4.634270	3.091850	3.922860	3.772930	4.307310	4.143150	2.889510	3.889750	2.878350	4.092440
spz5	3.388740	2.987870	2.741990	2.323930	1.345620	1.547150	2.811840	3.464500	2.828440	1.864550	1.559700	1.366650
Non2	24.355000	22.816000	20.526500	20.980200	20.928600	25.350200	21.093600	21.608300	23.253200	19.506400	20.831600	23.329200
AhcyL1	27.524300	27.327000	25.148700	27.444200	26.747600	27.021000	24.679800	26.965700	23.461200	24.071800	27.095200	23.117900
lncRNA:CR44963	1.955180	3.317190	1.014740	3.465090	3.036580	2.361800	0.841651	3.106670	0.462617	1.485040	2.484470	1.259630
CG6425	0.529376	0.419913	0.156998	0.306349	0.138180	0.261008	0.182305	0.297549	0.262442	0.331878	0.352359	0.316690
mRpS35	12.037800	13.020200	11.229800	7.098490	11.248100	15.987500	12.174200	8.854580	8.124160	9.207460	12.069400	15.510700
Pgant6	3.187270	3.928720	2.672670	2.607580	3.494210	3.106970	3.399640	3.845120	3.402300	3.210720	3.238220	3.563370
tRNA:Trp-CCA-2-6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44219	0.000000	0.080157	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.081977	0.000000	0.000000	0.000000
Arf79F	229.692000	229.346000	210.690000	183.684000	221.875000	218.177000	233.631000	229.114000	200.932000	195.624000	179.450000	229.001000
Eig71Eg	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CstF50	1.668040	1.874430	2.679580	1.166390	2.351150	1.809330	2.297740	2.199670	1.541120	2.011020	1.261670	2.763350
CG10000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025401	0.019318
RpIII128	2.041780	2.475000	2.208910	1.703710	2.364510	2.188500	2.703630	1.971360	1.578600	1.543530	2.247360	2.167660
asRNA:CR46134	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022521	0.023475	0.000000	0.000000	0.000000
asRNA:CR46133	0.000000	0.000000	0.298913	0.097235	0.210468	0.099388	0.099171	0.174348	0.181698	0.291633	0.121976	0.371050
lncRNA:CR45048	0.556316	0.617812	0.346533	0.338025	0.121974	0.345606	0.268825	0.404080	0.526536	0.112706	0.282758	0.161308
CG45049	51.033900	53.619700	50.576200	56.644300	51.709400	42.605900	50.868300	55.877100	56.162400	53.051200	53.046100	46.550000
asRNA:CR46128	1.319010	1.220520	0.906151	1.071570	1.021940	1.917290	1.635350	2.164460	1.503670	1.607280	1.343230	1.531120
lncRNA:CR45045	0.000000	2.916490	1.635630	1.595800	0.000000	0.000000	2.441950	20.031700	87.244700	0.000000	1.003320	0.761385
asRNA:CR45046	4.392110	3.727710	2.888330	2.064280	3.104490	2.282720	5.506940	2.909280	3.310840	3.859760	5.491140	3.996040
lncRNA:CR45047	0.000000	0.211224	0.000000	0.000000	0.000000	0.000000	0.000000	0.207091	0.000000	0.462094	0.000000	0.220539
lncRNA:CR45040	0.000000	0.000044	0.064476	0.125819	0.000000	0.033983	0.000000	0.000566	0.000000	0.000000	0.157883	0.000000
CG42638	0.050083	0.077246	0.034657	0.067636	0.036604	0.120996	0.034497	0.106105	0.063200	0.101440	0.000000	0.080664
asRNA:CR45042	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR45043	0.000000	0.000000	0.000000	0.170412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
HP1c	3.660960	3.896140	2.216700	2.533480	2.943240	3.158800	4.286550	3.157820	2.367670	3.213190	3.023820	2.889250
CG15278	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030592
CG31812	2.132440	2.087210	1.660110	2.907090	2.202870	3.014600	1.779420	2.047870	1.552500	1.744260	2.501210	1.426680
snoRNA:Edc3-a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
scaRNA:PsiU2-35.45	94.365600	67.922100	48.975600	90.256800	120.695000	59.709400	32.497400	47.600400	39.694100	63.710600	39.970500	15.198800
snoRNA:CG32479-b	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.154030	0.000000	0.000000
scaRNA:PsiU1-6	10.200600	9.447780	3.539070	6.893770	3.737490	14.082300	0.000000	6.184880	3.218100	3.451930	25.930800	6.581550
scaRNA:PsiU2-38.40.42	0.000000	0.000000	0.000000	11.430000	0.000000	0.000000	0.000000	0.000000	10.682000	0.000000	0.000000	0.000000
snoRNA:CG16892-a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44225	0.200433	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
snoRNA:abba-a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
snoRNA:Tudor-SN-a	2.124410	1.965990	1.764110	0.430287	1.397410	0.879848	0.877920	1.157340	3.217020	1.290860	0.539904	0.821194
scaRNA:MeU2-48	154.027000	135.409000	239.811000	350.958000	295.495000	279.080000	222.802000	97.892500	182.221000	101.388000	117.430000	208.380000
c-cup	0.070335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG1236	5.859990	5.557450	5.630230	5.345980	7.433100	8.173500	7.204940	4.836980	6.279530	4.659340	7.630990	8.190220
CG8370	4.364040	4.249700	4.921070	4.198560	4.240630	5.453050	4.242300	4.601770	4.477640	4.489840	5.041310	4.552750
Nup205	1.272440	1.365450	1.547580	0.899672	1.888580	1.623700	1.229070	1.182960	1.389150	1.439480	1.472440	1.664760
DhpD	19.931000	20.550800	16.715300	12.047800	22.001500	16.245000	20.128200	21.759800	15.110400	22.000400	15.818200	20.027200
gbb	18.078400	17.192500	18.781700	12.749100	17.290800	14.026000	19.093500	19.035200	17.003000	17.017800	15.067300	16.800000
CG13527	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074591	0.000000
asRNA:CR44224	0.279566	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.169224	0.264593	0.000000	0.000000	0.000000
CG12702	0.053316	0.049340	0.000000	0.017998	0.038967	0.036802	0.000000	0.032273	0.016820	0.071992	0.135499	0.034349
THADA	1.636490	1.727660	1.242880	1.214680	1.885830	1.790700	1.737780	1.739150	1.407990	1.704390	1.287880	1.725230
CG11454	10.954100	8.940750	8.827740	6.132450	8.577720	7.819450	7.521170	8.524950	8.306680	9.095090	8.731980	10.191300
SkpE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Nup43	0.901031	0.921611	0.984493	0.816441	1.143770	0.785625	1.371830	1.291750	0.763009	1.200650	0.903910	1.008220
WRNexo	0.147888	0.171139	0.076783	0.112369	0.000000	0.459691	0.000000	0.100710	0.069984	0.149825	0.328989	0.107227
hmw	0.000000	0.024089	0.054039	0.026361	0.028537	0.026952	0.000000	0.000000	0.049273	0.000000	0.000000	0.050310
Npc2c	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
PKD	12.705000	13.708700	13.643600	10.082500	13.087200	15.117300	13.130700	14.893200	12.974800	12.069300	11.821100	15.048700
CG7126	0.000000	0.107072	0.000000	0.000000	0.126842	0.000000	0.000000	0.000000	0.000000	0.117172	0.000000	0.223620
CG18600	7.107490	6.394750	4.631470	5.918270	6.276850	6.786730	8.077280	5.664610	4.521930	5.638350	6.021050	6.639550
5SrRNA:CR33407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR32218	5.551140	4.637560	6.577940	4.427750	3.662410	4.323460	4.060220	5.040460	5.718830	5.124250	5.930270	3.940280
ms(3)76Ba	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG1640	160.498000	162.610000	160.150000	161.971000	134.058000	136.511000	155.002000	163.219000	164.918000	161.674000	145.030000	156.429000
Rbp1-like	176.914000	167.762000	126.153000	156.007000	136.397000	154.089000	160.475000	158.137000	149.106000	117.138000	149.539000	139.551000
Kr	1.189430	1.179090	1.204470	1.497770	0.947887	1.307500	0.933251	0.987439	1.023350	0.990832	1.286600	0.989460
CG14089	0.199580	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.126804	0.000000
CG14086	1.363340	1.294880	0.633092	0.545008	1.258640	0.557214	0.555993	1.140140	0.814944	0.617675	1.002980	1.213490
CG6052	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
dmrt11E	0.000000	0.000000	0.045991	0.000000	0.048575	0.000000	0.000000	0.000000	0.041935	0.044872	0.000000	0.000000
CG32214	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG43777	0.027213	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.086898	0.000000	0.000000	0.076366	0.000000
CG43776	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022193	0.000000	0.000000	0.000000	0.000000
can	0.121828	0.209379	0.216783	0.035251	0.076320	0.180201	0.089903	0.079011	0.049416	0.052876	0.132692	0.117731
Npc2d	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.105454	0.264636	0.000000
tRNA:Pro-CGG-3-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Det	1.490210	1.182070	0.773415	0.970176	1.750410	1.763390	1.209670	0.193294	0.604455	1.509160	1.082070	1.028640
ppk25	1.031370	1.183520	1.370310	1.044490	1.085460	0.768873	0.809810	1.423400	1.093270	0.877368	0.996034	0.877084
CG5381	23.706300	22.379800	23.760900	18.756400	21.354300	18.236000	25.664600	21.954300	22.685200	24.191700	21.403600	24.641700
CG43774	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.183523	0.000000	0.000000	0.000000	0.000000
CG43773	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Cyt-b5	127.475000	124.240000	109.949000	97.631200	100.597000	121.186000	126.663000	129.917000	112.431000	88.609000	84.475100	122.305000
asRNA:CR44962	1.522230	2.253940	0.839352	1.438810	0.778791	2.836990	1.255320	1.474280	0.960478	1.438840	2.321160	1.569110
CG9406	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Magi	1.711590	1.787480	1.827560	1.242390	1.258870	2.068710	1.695230	1.795300	1.453720	1.076460	1.295870	1.191650
CG11666	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG15461	0.000000	0.000000	0.375475	0.000000	0.000000	0.000000	0.373716	0.000000	0.000000	0.000000	0.000000	0.000000
CG15657	0.000000	0.000000	0.000000	0.354097	0.000000	0.181011	0.000000	0.000000	0.330923	0.708196	0.000000	0.000000
hng1	2.884720	2.468120	2.203380	1.874110	3.878560	2.817780	2.642910	2.619230	2.472660	2.590690	2.005730	3.681900
CG33052	4.709160	5.400920	5.055210	5.135920	4.412530	3.292260	3.326630	4.787390	4.380770	3.953840	4.705360	3.967380
mRpL47	10.613700	9.381480	7.697790	9.508490	9.099820	10.214600	12.792900	7.721870	7.340790	8.681670	10.547500	12.229300
lncRNA:CR46084	0.055790	0.077446	0.086867	0.113000	0.091745	0.028883	0.115278	0.075986	0.105605	0.084750	0.035447	0.107829
lncRNA:CR46083	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.120532	0.000000	0.000000	0.000000	0.000000
eIF5B	15.455400	17.951900	15.157100	14.483500	17.717600	20.605100	17.131100	16.373600	14.065100	16.970600	15.559100	20.492200
Or69a	0.146474	0.000000	0.050680	0.148337	0.160580	0.101106	0.252212	0.044331	0.092420	0.000000	0.000000	0.000000
lncRNA:CR46088	0.000000	0.131931	0.295959	0.000000	0.781458	0.442829	0.147286	0.388326	0.134927	0.144376	0.000000	0.000000
CG43296	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR46086	0.000000	0.000000	0.000000	0.000000	0.000000	0.097627	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR46085	0.284545	1.053300	1.181430	0.288165	0.000000	0.589237	0.293973	0.258357	0.807917	0.288165	0.361575	0.000000
CG43293	0.430248	0.354637	0.148866	0.145241	0.628906	0.742455	0.148168	0.260434	0.000000	0.000000	0.000000	0.185160
msk	55.032800	57.123400	52.663000	49.788500	56.315900	55.287800	57.890900	56.770700	47.070100	51.842700	48.344300	54.860800
lncRNA:CR46090	0.000000	0.000000	0.483926	0.472142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
eIF1A	293.908000	282.125000	280.143000	344.345000	258.863000	337.263000	266.708000	254.655000	318.410000	247.268000	356.423000	298.471000
CG31549	11.580300	9.538420	10.069400	6.999710	10.834400	7.470360	8.518000	12.881600	7.861420	9.087340	11.710500	11.015100
CG43288	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.348490	1.225080	0.000000	0.000000	0.000000	0.000000
CG31099	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG43290	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44389	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG44388	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG44385	0.439424	0.457487	0.912243	0.278134	0.481742	0.682471	0.567480	0.448855	0.311918	0.556267	0.348989	0.371568
lncRNA:CR44384	0.000000	0.392635	0.220098	0.328016	0.000000	0.167788	0.000000	0.000000	0.200820	0.164057	0.000000	0.625659
lncRNA:CR44387	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
asRNA:CR44386	0.401402	0.990582	0.000000	0.000000	0.293372	0.415613	0.276468	0.121487	0.506539	0.000000	0.340045	0.517207
asRNA:CR44381	0.505545	1.169610	1.311890	1.151940	0.415672	0.261721	0.522295	0.459017	0.239235	1.023950	0.642402	0.854955
lncRNA:CR44380	0.372534	0.443253	0.220965	0.377272	0.816818	0.110206	0.604806	0.434890	0.805902	0.377272	0.608636	0.462866
CR44383	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG15472	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
snoRNA:Psi28S-3316c	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Hexo2	17.488600	18.218900	17.589000	11.982500	19.308100	21.483700	19.190900	18.951700	15.570000	19.011800	18.142500	22.868200
snoRNA:Psi28S-3316a	0.000000	0.000000	13.292000	6.484160	0.000000	13.275400	0.000000	0.000000	6.059800	6.484160	0.000000	0.000000
snoRNA:Psi28S-3308	23.252300	17.931900	8.045280	19.626300	21.242900	40.125800	40.037900	31.668400	55.017500	23.548100	64.018500	29.960600
snoRNA:Psi28S-3305c	43.591100	51.342300	61.701500	28.092600	39.100100	20.515600	40.941300	28.784900	56.258900	32.105900	35.249400	34.466200
snoRNA:Psi28S-3305b	0.000000	0.000000	0.000000	8.396540	4.544760	0.000000	0.000000	7.528020	3.923520	8.396550	0.000000	0.000000
snoRNA:Psi28S-3305a	4.145540	0.000000	8.606560	4.198270	0.000000	0.000000	0.000000	0.000000	3.923520	4.198280	0.000000	0.000000
snoRNA:Psi28S-3091b	0.000000	0.000000	6.495290	6.322900	13.683600	32.308600	19.368300	0.000000	5.906550	6.320240	7.933250	18.092800
snoRNA:Psi28S-3091a	29.661800	54.916200	6.174290	12.018200	6.503650	6.142370	12.282200	16.159100	28.073200	0.000000	52.771100	11.465800
Osi24	0.966594	1.223110	0.962370	0.739161	1.102930	0.939539	0.917100	1.003010	0.616108	0.779116	1.052800	0.915029
AP-1-2beta	17.974700	17.688500	17.918600	14.710100	17.485300	20.200200	18.472100	18.058700	17.970400	17.209800	16.527300	19.755600
CycE	0.652794	0.937110	0.468946	0.609423	0.771781	0.827590	0.748874	0.799556	0.585897	0.844673	1.042050	0.692614
Cyp18a1	5.852410	4.295430	5.795490	7.153100	6.858520	9.234740	5.438210	4.000700	5.523060	7.698310	11.967200	10.782600
Def	7.981090	9.176440	3.765610	10.287000	5.302840	11.268600	5.497020	10.979600	7.553650	5.878260	12.907600	12.854500
Dbi	39.258300	48.838100	76.269300	9.694520	32.334800	20.359000	45.974800	40.169900	46.516800	45.590400	27.266700	37.995900
CG31321	11.200500	8.212290	7.120040	5.295000	4.233270	6.431750	10.332700	8.819520	6.242340	4.833510	4.205780	6.281090
tRNA:Asp-GTC-1-2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG31323	8.813420	7.164820	6.634480	7.465560	7.922180	8.215530	9.296070	8.904130	7.500190	7.107060	7.580380	9.220600
Ubc84D	0.769031	1.016690	1.140360	0.445036	0.481765	0.113751	0.681009	0.698254	0.623866	1.001330	0.977217	1.592510
CG2871	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG31327	0.019021	0.000000	0.019744	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018382
CG31326	48.233900	44.153900	49.493000	36.006000	28.374900	35.381900	47.643400	45.690400	43.994400	34.233700	26.412700	38.838400
mir-995	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
snRNA:7SK	11.236600	8.574330	8.389580	10.581000	8.428590	18.166000	13.238200	6.801640	14.366300	8.784200	10.771500	9.334740
asRNA:CR44358	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
dop	12.641000	14.271100	14.353400	12.014100	13.366600	12.389100	13.633000	14.568500	13.971200	14.410800	13.141700	13.422200
mir-2283	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG5326	29.385800	36.041500	42.490200	38.953900	32.883900	26.373700	30.856600	40.837500	38.529900	47.400900	28.780200	32.799900
mir-957	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44352	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44353	1.782970	0.000000	2.220860	0.361136	3.127470	1.846090	3.315680	3.237740	1.687480	1.444530	0.453141	1.033830
Ubr3	19.979600	22.874500	24.033400	24.025900	23.222200	22.871500	19.105900	21.889600	22.780600	22.588100	22.275200	22.104800
asRNA:CR44351	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mir-2500	0.000000	0.000000	0.000000	0.000000	64.104400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44357	0.027401	0.000000	0.028442	0.000000	0.000000	0.056745	0.000000	0.124400	0.000000	0.100425	0.000000	0.052942
lncRNA:CR44354	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.161089	0.000000	0.179678	0.000000	0.000000
CG44355	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG44227	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7SLRNA:CR32864	0.000000	0.435238	0.000000	0.000000	0.000000	0.486961	0.485894	0.000000	0.000000	0.000000	0.000000	0.454497
CG15296	0.296380	0.182915	0.000000	0.000000	0.216506	0.306759	0.000000	0.268985	0.280412	0.299892	0.125495	0.095473
CG17652	13.691200	14.881400	12.275100	13.380300	13.717700	16.772700	15.742900	13.760800	12.476800	12.535200	11.594600	19.411000
CG34353	16.561400	16.715500	14.946800	15.781500	16.214400	13.650100	16.447200	16.631100	14.007500	14.982400	12.805300	14.630600
CG34354	20.874600	20.452200	20.144400	22.745600	18.369200	17.490200	18.705900	18.856600	20.115300	17.354200	18.608400	14.658200
CG34351	41.920500	42.153100	44.451100	52.421100	38.607800	31.572900	40.083700	42.681700	42.705400	42.790800	40.963700	32.286200
CG34357	7.353250	7.071580	6.966480	7.778680	7.380250	7.769100	7.970740	7.680770	6.797890	7.136480	6.602310	6.894870
shakB	42.932200	48.297400	46.704200	48.618700	45.487200	36.387200	38.676700	48.562500	45.702600	42.361400	36.961600	35.102600
CG4753	12.910700	12.830700	13.916900	14.672500	12.107300	14.788100	14.247100	12.323000	13.160400	16.574400	19.356100	15.321800
bma	23.481800	25.200300	21.380500	24.794700	22.518700	17.732200	24.307300	24.921800	22.403700	22.611100	18.486600	20.144200
CG34445	3.085660	5.031220	5.185660	2.976110	1.449780	4.107730	3.339700	3.602160	4.867340	2.678500	4.667850	4.827850
CG34446	2.878840	4.736280	4.980390	1.619700	2.805410	1.324780	5.948460	5.808650	3.330140	3.563350	1.625860	4.327620
CG34447	0.000000	0.000000	0.093627	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
slmb	23.271000	23.609700	22.433100	22.726900	20.597900	21.020800	23.049700	22.926400	22.685900	20.634000	21.378200	20.463300
lmgB	13.315700	14.253000	13.904600	16.444300	13.518600	15.024600	12.330300	14.135100	13.834300	12.702000	13.384000	12.297900
CG34442	0.000000	0.000000	0.000000	0.076996	0.000000	0.078720	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG34443	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG34444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG3339	0.157603	0.060771	0.068163	0.099755	0.115187	0.108789	0.040706	0.125211	0.055936	0.043227	0.079273	0.158650
CG3330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.091672	0.000000	0.000000	0.000000
Drs	13.124600	11.669500	9.616420	12.249000	13.542100	8.526560	9.571350	108.886000	15.100800	18.764500	14.388500	16.911000
Arc2	1.161570	2.529300	2.056800	1.245550	1.498160	0.565974	0.776509	2.853810	2.392730	1.868320	1.302380	0.924425
Pol32	1.726820	1.412250	0.960902	0.944003	1.853240	1.235030	1.550040	1.900330	1.217360	1.100550	1.942790	1.516360
